message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"#回不去了
你吃過最新的 #美墨辣魅咔啦雞腿堡 嗎？團長自從試過一口脆雞一口漢堡的咔啦神滋味，就回不去啦～～
＞立即訂餐：https://goo.gl/UT6vgK（外送外帶都ok！ #預訂快取 還有多重送～）
＞手機訂餐：https://goo.gl/9UkRYx",2015-06-05T03:10:03+0000,photo,26,324273577645211_929767433762486,457,false,false,ranked,6,false,,,,,,,,,,
"（挑眉）來份重量級的大份量美味吧？
一口咬下又辣又過癮的墨西哥辣魅雞腿堡，加酥脆的炸雞，還可以來顆蛋撻做美味的ending！還等什麼？馬上就來一份吧！

＞網路訂餐：https://goo.gl/J9q5Ub
＞手機點餐：https://goo.gl/WrtFnt

#肯德基蛋塔",2015-06-04T02:40:04+0000,photo,31,324273577645211_926251390780757,513,false,false,ranked,9,false,,,,,,,,,,
"啵 啵 啵~肯德基夏日限定《蜜桃可爾必思啵啵飲》來囉~~
全新口感的蜜桃啵啵搭配蜜桃可爾必思，，
每一口都迸出滿滿的甜蜜，沁涼又驚奇！
即日起搭配套餐，升級價只要$10元喔！
立即訂購→ https://goo.gl/CG418L",2015-06-03T04:16:38+0000,link,75,324273577645211_930310647041498,9665,false,false,ranked,50,false,,,,,,,,,,
"啵啵啵．．．肯德基 #夏日限定《蜜桃可爾必思啵啵飲》來囉～
「啵啵」超神奇的口感搭配 #蜜桃可爾必思蘇打，在口中瞬間引爆的驚奇感受，你一定要自己來試試～
（第二杯半價ㄟ，快分享給好朋友，一起來喝涼涼啊～）
＞#預訂快取 預約外帶，取餐免排隊：https://goo.gl/eAz0MC
＞手機訂餐．啵棒！https://goo.gl/4umh48",2015-06-03T03:20:00+0000,photo,23,324273577645211_926252120780684,415,false,false,ranked,1,false,,,,,,,,,,
"香脆不離口，辣魅難放手，肯德基美墨辣魅咔啦雞腿堡激省套餐只要$109！
＞ #網路訂餐：https://goo.gl/1rSZE2
＞ #手機訂餐：https://goo.gl/ocU8Au

其他組合：
＊套餐原價：$140
＊重量級XL套餐：$159
＊雙人分享餐：$265",2015-06-02T03:20:00+0000,video,36,324273577645211_929553397117223,772,false,false,ranked,27,false,,,,,,,,,,
"想吃雞腿堡？
除了經典美味 #咔啦雞腿堡， #期間限定 加碼 #美墨辣魅咔啦雞腿堡 ，就要媚惑你的胃～
獨家墨西哥青辣椒醬，搭上酥脆的咔啦雞腿排，多層次的香辣酥脆，再加上新鮮萵苣與蕃茄片，美味激省價只要$109！

＞網路訂餐：https://goo.gl/TNmdRB
＞手機點餐：https://goo.gl/KrCr9F （#預訂快取 預約外帶好禮多重送！）",2015-06-02T02:30:03+0000,photo,50,324273577645211_928635757208987,497,false,false,ranked,24,false,,,,,,,,,,
"香脆不離口，辣魅難放手，肯德基 #美墨辣魅咔啦雞腿堡 激省套餐只要$109！
＞ #網路訂餐：https://goo.gl/cP62lF
＞ #手機訂餐：https://goo.gl/JNbEH4

其他組合：
＊套餐原價：$140
＊重量級XL套餐：$159
＊雙人分享餐：$265",2015-06-02T01:27:30+0000,photo,7,324273577645211_929555607117002,209,false,false,ranked,2,false,,,,,,,,,,
"全台水庫缺水有梅雨救助，繳完稅荷包缺水該怎麼辦?
肯德基早餐天天省，天天省10元! 幫你度過繳完稅荷包緊縮期!
6/2-6/8限定推出總匯歐姆蛋燒餅，搭配飲品只要59元!
詳情請上→http://goo.gl/r0J9MZ",2015-06-01T22:00:02+0000,link,20,324273577645211_928715067201056,3388,false,false,ranked,6,false,,,,,,,,,,
"<3 530．我想你～ <3
想到你，止不住滿心滿眼的笑意跟甜蜜，
就像一口咬下肯德基日式紅豆抹香蛋撻，幸福甜蜜滿滿滿！
快來品嚐 #530 的戀愛心情→https://goo.gl/jUzlG3",2015-05-30T03:30:03+0000,photo,6,324273577645211_926226724116557,297,false,false,ranked,7,false,,,,,,,,,,
"媽！我搶到了！
肯德基 #預訂快取 好禮大方送～即日起~6/22用預訂快取預約外帶，就可獲得Lays樂事最新款洋芋片試吃包一包，有「夢幻鹽烤蒜」或「魔幻濃起司」口味喔！你想拿到哪一種？（秘密：買全家餐還加送2包喲～）
(y) 網路訂餐：https://goo.gl/pvAjCj
(y) 手機點餐：https://goo.gl/KGZKfK

#希望下次拿到另個口味 #免費贈品 #試吃包 #樂事",2015-05-29T03:15:04+0000,photo,4,324273577645211_925985870807309,217,false,false,ranked,4,false,,,,,,,,,,
"想吃美食不排隊？肯德基「預訂快取」救救你！
活動期間預訂成功就送樂事最新口味試吃包
指定餐點滿額再送美味人氣小點心喔!
馬上預訂 -> https://goo.gl/5tmmZ3",2015-05-28T02:00:01+0000,link,73,324273577645211_924582884280941,16343,false,false,ranked,21,false,,,,,,,,,,
"(y) 禮拜三 CHEESE 一下 (y)
#乳酪起司雞腿堡、#三重起司金豬堡，你愛哪一樣？
＞下載 #優惠券：http://goo.gl/sIJXnF
（手機出示圖片立即兌換，快分享！）
#COUPON",2015-05-27T03:14:03+0000,photo,58,324273577645211_920864874652742,479,false,false,ranked,0,false,,,,,,,,,,
"什麼? 還沒吃過【日式紅豆抹香蛋撻】? 落伍嚕!!!
獨家限定的飽滿紅豆泥配上香濃抹茶醬，多層次口感，完全就是幸福代名詞!
誰說吃甜點只能去蛋糕店，肯德基就吃得到! !
詳情請上→http://goo.gl/Y58KSf
立即訂購→https://goo.gl/o7uSkv",2015-05-26T06:30:01+0000,link,15,324273577645211_923719221033974,1983,false,false,ranked,12,false,,,,,,,,,,
"5月繳稅，是否因為繳稅而生活品質都暫時打折扣了呢?
肯德基早餐，給你不打折的高品質早餐享受!
本週推出吮指蛋烤餅套餐，豐富配料，給你最高品質早餐，搭配飲品50元有找!
還不快去買! 詳情請上→http://goo.gl/pg6jTK",2015-05-25T22:00:02+0000,link,21,324273577645211_920760021329894,3219,false,false,ranked,7,false,,,,,,,,,,
"蝦咪!?【日式醬味海苔脆雞】就快吃不到了!?
脆到不行的炸雞、日式醬油和爽口海苔，每一口都是念念不忘的好滋味!
這麼好吃還只要99元!  不吃對不起自己! 倒數供應中! 
詳情請上→http://goo.gl/4K7XLT
立即訂購→https://goo.gl/G6JHfF",2015-05-25T03:01:01+0000,link,39,324273577645211_922830404456189,9925,false,false,ranked,54,false,,,,,,,,,,
"#我不在家就在去野餐的路上
肯德基 #優惠券 給你最多樣又划算的餐點組合，1個人2個人3個人一群人吃的通通有！
下載 #COUPON：http://goo.gl/3tquRO
（手機出示圖片可立即兌換，快分享喔～）",2015-05-23T02:45:03+0000,photo,31,324273577645211_916188771787019,308,false,false,ranked,5,false,,,,,,,,,,
"姐拿的不是嚐鮮券，是傳奇！
街頭巷尾都說 (y) 的 #日式醬味海苔炸雞 和 #日式紅豆抹香蛋撻 你到底吃了沒？
(y) 炸雞嚐鮮券：http://goo.gl/3ylTVP
(y) 蛋撻嚐鮮券：http://goo.gl/jML3QU",2015-05-22T02:20:02+0000,photo,20,324273577645211_902534729819090,393,false,false,ranked,4,false,,,,,,,,,,
"GPS定位超貼心，想吃就訂超方便，滿額加送點心超划算，
選擇餐廳、選擇時間、選擇餐點、到店取餐！
肯德基預訂快取簡單四步驟，取餐免排隊，時間不浪費！
快速訂餐 → https://goo.gl/iR8ZQb",2015-05-21T06:39:49+0000,link,45,324273577645211_920196518052911,14178,false,false,ranked,32,false,,,,,,,,,,
"辦公室午餐揪團，這樣吃最聰明：
(1)搜尋「肯德基訂餐」，選擇『預訂快取』預約外帶
(2)自己的午餐自己挑，#重量級XL套餐 豐富多樣有鹹也有甜
(3)送出訂單，選定時間到餐廳專屬櫃檯取餐、付款不用等！
心動不如馬上行動：https://goo.gl/uEEoKD
手機訂餐也可以 <3：https://goo.gl/It1kbS",2015-05-21T03:15:03+0000,photo,11,324273577645211_897628883643008,296,false,false,ranked,3,false,,,,,,,,,,
"哎呀哎呀！雖然有點殘酷……但小編一定要讓你知道~
晚了……真的就吃不到啦！！！
現在購買【日式醬味海苔脆雞】，2塊炸雞+中可只要嚐鮮價$99
好吃到會讓你大叫OMG!的期間限定美味，供貨倒數中喔
詳情請上→http://goo.gl/x8iexO
立即買→https://goo.gl/SjZpx9",2015-05-20T05:52:46+0000,link,27,324273577645211_920070944732135,3331,false,false,ranked,37,false,,,,,,,,,,
"5月繳稅荷包大失血，省錢大作戰從早餐開始？
肯德基早餐天天省，本週超值特惠-主廚燻雞燒餅，燻雞和燒餅的完美搭配，配上新鮮蔬菜，營養均衡又美味！
套餐特價59元！這樣吃早餐最省！詳情請上→http://goo.gl/vtoA2h",2015-05-19T06:09:13+0000,link,24,324273577645211_919485841457312,2981,false,false,ranked,4,false,,,,,,,,,,
"廣大考生及親友加油團辛苦了！
辛苦了兩天，晚上就來大啖炸雞慶祝一下！四人份的美味只要$449，立即撥4128-000，報優惠編號ED-85，美味直送到家！
（手機出示圖片立即可兌換）
下載 #優惠券：http://goo.gl/T5996p
#國中教育會考
注意事項：
1.限非早餐時段使用 
2.本券不得與其他優惠活動或優惠券併用，且僅適用肯德基外送服務之電話訂購，恕不適用於網路訂餐；使用前請先告之點餐人員優惠券編號 
3.圖片僅供參考，產品以餐廳實際供應為準
4.肯德基保有修改優惠的權利
5.不可補差價升級其他飲料 
6.炸雞不可指定部位，但可選金黃薄脆雞、咔啦脆雞或蜜汁烙烤雞腿排 
7.漢堡可更換同價位產品",2015-05-17T03:30:03+0000,photo,24,324273577645211_916178145121415,378,false,false,ranked,4,false,,,,,,,,,,
"一個人也能 #說走就走，帶著美味又划算的肯德基一起去旅行吧！
下載更多#優惠券：http://goo.gl/kALIZI
（手機出示圖片立即可兌換，趕快分享～）",2015-05-16T02:45:03+0000,photo,6,324273577645211_906370026102227,250,false,false,ranked,4,false,,,,,,,,,,
"紅豆泥歐伊西的 #日式紅豆抹香蛋撻 你吃了沒？ヽ( ^∀^)ﾉ
滿滿紅豆泥x日式抹茶淋醬，吃一口就給你元氣滿滿的大能量，趕快行動！
＞#網路訂餐：http://goo.gl/bQlUAj （加入會員還享首購禮）
＞#手機點餐：http://goo.gl/KMPsrE

#蛋塔 #抹茶巧克力 #肯德基蛋撻",2015-05-15T03:00:04+0000,photo,8,324273577645211_895687253837171,215,false,false,ranked,2,false,,,,,,,,,,
"考考你，#肯德基 最新推出、人氣爆棚的炸雞是什麼呀？
知道答案的粉絲請！回！答！

不知道答案的有點遜，還沒吃過的也快落伍啦～（抱頭）",2015-05-14T10:00:00+0000,photo,2,324273577645211_901129183292978,172,false,false,ranked,8,false,,,,,,,,,,
"5月繳稅荷包空空，又好想吃豐富營養早餐喔！
肯德基早餐天天省，週週推出不同早餐特惠，有蛋、有菜，又有肉，營養又美味！
即日起至6/15止，天天省10元！如此好康的優惠，絕不能錯過！
詳情請上→http://goo.gl/ILzhBb",2015-05-12T22:00:01+0000,link,42,324273577645211_915067008565862,2260,false,false,ranked,14,false,,,,,,,,,,
"和好朋友分享好東西最幸福！
肯德基獨家推出日式紅豆抹香蛋撻，
綿密滑嫩的紅豆泥遇上清香爽口的日式抹茶，層層堆疊濃到化不開的日式幸福！
吃得到的甜蜜，與最親密的人分享！全台好評熱賣中！吃過都說讚喔！
詳情請上→http://goo.gl/E60D9t
立即購→https://goo.gl/sZHa9o",2015-05-12T09:24:49+0000,link,43,324273577645211_915035305235699,4351,false,false,ranked,60,false,,,,,,,,,,
"驚呆流口水的美味有沒試過？30萬肯迷同聲按讚！
搭配日式醬油與海苔香，
光聞到香氣就忍不住口水直流！
遺憾的滋味，你不會想嘗試！
【日式醬味海苔脆雞】2塊炸雞+中可只要$99(省$20)，嚐鮮餐激省ing！
詳情請上→http://goo.gl/x8iexO
立即買→https://goo.gl/ClWqZx",2015-05-12T09:24:43+0000,link,14,324273577645211_915037238568839,5604,false,false,ranked,43,false,,,,,,,,,,
"週一特別忙？
肯德基 #預訂快取 讓你想吃好料免排隊 (y) (y) 
快吆喝同事湊團點餐，網路預先訂，美味餐點隨到隨取～
滿額還能好禮三選一喔！
＞詳情請見：http://goo.gl/HsCcXp
＞手機瀏覽：http://goo.gl/GIVCci",2015-05-11T02:00:03+0000,photo,2,324273577645211_897554720317091,208,false,false,ranked,5,false,,,,,,,,,,
"母親節怎麼過最對味? 肯德基給媽媽最不一樣的日式風味!!!
道地日式醬汁與酥脆炸雞完美組合，再撒上海苔，每一口充滿濃濃日式風味，真的很不一樣!!!!! 
和家人一起分享的最佳選擇，幸福分享餐，限定販售中!
了解更多→http://goo.gl/cYDhRq
立即訂購→https://goo.gl/YFQ8V4",2015-05-09T08:00:03+0000,photo,2,324273577645211_912554555483774,214,false,false,ranked,3,false,,,,,,,,,,
"也在趕著回家陪媽咪的人舉手！（手舉高高）
回家當然不能兩串蕉！快用 #優惠券 把最夯美味一起帶回家，給心 <3 的媽媽和家人一起品嘗～
＞下載更多 #COUPON：http://goo.gl/xM0XU8
（出示圖片立即兌換）
#伴手禮 #母親節",2015-05-09T02:25:03+0000,photo,49,324273577645211_911408075598422,356,false,false,ranked,6,false,,,,,,,,,,
"母の日~阿里阿兜 (*☉౪⊙*)
在餐桌上一字排開日式醬味海苔脆雞、鮮嫩多汁咔啦脆雞、香酥涮嘴經典拼盤、沁涼有勁百事可樂..(滴口水)
肯德基派對歡聚餐，一起開動吧！

現在就上 #網路訂餐：http://goo.gl/1e1btH
或撥訂餐專線：4128-000 (是你餓吧!鈴鈴鈴)",2015-05-08T08:00:02+0000,photo,4,324273577645211_901938206545409,182,false,false,ranked,0,false,,,,,,,,,,
"肯德基推出日式紅豆抹香蛋撻，綿密紅豆泥與抹茶淋醬的完美搭配，吃得到最幸福的日式風味! 
品嚐日式道地風情，不用到日本! 
原味蛋撻+日式紅豆抹香風味, 雙色蛋撻禮盒,限定供應中! 
立刻購→https://goo.gl/vbKFp4",2015-05-08T07:22:03+0000,link,129,324273577645211_912485145490715,10877,false,false,ranked,155,false,,,,,,,,,,
"媽媽辛苦了！肯德基陪你一起 #寵愛媽咪 <3
跟媽咪和寶貝家人分享的每一口蛋撻，都能緊緊連結彼此的心～ 
#網路訂購 好優惠：雙色蛋撻禮盒加點價$129＞＞http://goo.gl/0R3MVy

#母親節 #MothersDay #ILoveMommy #日式紅豆抹香蛋撻 #蛋塔",2015-05-07T13:00:03+0000,photo,8,324273577645211_895683677170862,201,false,false,ranked,3,false,,,,,,,,,,
"爺吃的不是 #手扒雞，爺吃的是溫暖 (y)
肯德基 #手扒雞溫暖餐，#母親節 #限量 熱賣中～

現在就上 #網路訂餐：http://goo.gl/m9YC1o
或撥訂餐專線：412-8000 (是你餓吧!鈴鈴鈴)

#期間限定 #限量供應",2015-05-06T10:34:03+0000,photo,27,324273577645211_901236443282252,311,false,false,ranked,6,false,,,,,,,,,,
"原來這麼簡單就能討媽咪歡心！！
肯德基多種歡聚餐，同時有4種炸烤雞口味選擇，還可任選附餐～
超人氣的『日式醬味海苔脆雞』跟『日式紅豆抹香蛋撻』都有耶！

人氣指名NO.1幸福分享餐 
立刻購→https://goo.gl/PjN6uv",2015-05-06T04:02:18+0000,link,18,324273577645211_911247628947800,3515,false,false,ranked,20,false,,,,,,,,,,
"#母親節 還沒想好怎麼慶祝？爺爺幫你打點好！
肯德基歡聚分享餐不僅份量夠，又能同時品嚐到日式雙天王！ 聰明心選擇， #預訂自取 還享好禮三選一！

＞#手機訂餐：http://goo.gl/vlLBJ6
＞#網路訂餐：http://goo.gl/94Ce8h

#日式醬味海苔脆雞 #日式紅豆抹香蛋撻",2015-05-05T12:30:03+0000,photo,6,324273577645211_901122409960322,336,false,false,ranked,5,false,,,,,,,,,,
"+2，+2，通通都+2～
親愛的粉絲，你最喜歡哪種優惠組合？
（手機出示圖片立即享優惠，快分享出去！）
＞下載更多 #COUPON：http://goo.gl/0lIrOO
#優惠券 #折價券",2015-05-03T02:45:02+0000,photo,147,324273577645211_901142619958301,634,false,false,ranked,5,false,,,,,,,,,,
"8-) 預購外送／外帶好禮雙重送！送！送！ 8-) 
最聰明的點餐方式，分享給最內行的你！ 
趕快看清楚．存起來．轉出去～～

＞#肯德基訂餐：http://goo.gl/OqqO6Z
＞#手機點餐：http://goo.gl/o6vPLD",2015-05-02T10:20:03+0000,photo,8,324273577645211_897549616984268,142,false,false,ranked,0,false,,,,,,,,,,
"享受連假守則No.1，陪著心愛的人悠悠閒閒吃早餐！
搭配 #優惠券 更划算！趕快分享出去～（手機出示圖片立即兌換呦 <3 ）
＞下載更多 #COUPON：http://goo.gl/dIwrMm",2015-05-02T00:40:01+0000,photo,43,324273577645211_906194692786427,392,false,false,ranked,3,false,,,,,,,,,,
"肯德基99群星餐超值美味，
輕巧盒裝，內有5種豐富選擇，方便帶著走，美味不沾手，給忙碌的你最超值方便的飲食新選擇!
如此厲害超值組合，只要99元!
限時限量供應中! 詳情請上→http://goo.gl/tkzZ90",2015-03-24T03:00:01+0000,link,47,324273577645211_879198272152736,2955,false,false,ranked,94,false,,,,,
"肯德基早餐天天省進入最後一週!
推出銷售第一名產品-吮指嫩雞蛋堡，新鮮原塊雞腿肉，配上嫩煎雞蛋，給你活力滿分!
3/24-3/30最後限時倒數，套餐特價49元，要買要快，錯過就要再等等嚕! 詳情請上→http://goo.gl/fzRekI",2015-03-23T13:30:00+0000,link,44,324273577645211_879198662152697,3857,false,false,ranked,21,false,,,,,
"帶著 #肯德基 春遊去，真的酷酷der ~ 
超人氣同樂餐豐富多樣又划算，還等什麼？

＞#網路訂餐：http://goo.gl/AxOATZ
＞#手機點餐：http://goo.gl/ErHB6i
＞找附近肯德基：http://goo.gl/iXHm1J",2015-03-22T02:40:04+0000,photo,6,324273577645211_870442283028335,210,false,false,ranked,1,false,,,,,
"肯德基也有5566（笑）
來吧來吧，五塊雞桶、六塊雞桶搭配 #優惠券 各有兩種優惠組合，趕快分享給好朋友，吃雞啦！
（手機出示圖片即可兌換）
＞更多 #COUPON：http://goo.gl/qi0Gpz",2015-03-21T09:00:04+0000,photo,58,324273577645211_876829005722996,318,false,false,ranked,3,false,,,,,
"起床了起床了～～( ͡° ͜ʖ ͡ °)
你猜爺爺快樂週六的午餐選擇吃什麼？我也要吃！http://goo.gl/ZGZFHu",2015-03-21T02:40:03+0000,photo,1,324273577645211_866637343408829,193,false,false,ranked,5,false,,,,,
"【#假日限定，不搶不行！】
春暖花開野餐去！帶KFC全家餐滿足所有人的胃！現在+$1銅板價再多1塊炸雞…心花朵朵開了呀!!! >///<
2015/03/20~21、03/28~29、4/03~4/06 #肯德基 要你非吃不可！
＞電話訂餐：4128000 (手機直撥前加02)

#好康 #折扣 #優惠 #野餐首選",2015-03-20T04:00:00+0000,video,61,324273577645211_876816179057612,5612,false,false,ranked,48,false,,,,,
"耶斯明天就放假囉！
周末期間如果想「人在家中坐，好料外送來」團長報好康給你！
搭配這張 #優惠券 ，電話訂購肯德基超人氣同樂餐外送，還送四塊上校雞塊只要$699，撥電話了啦～
＞4128-000(手機直撥前加02)
＞更多 #COUPON 這裡載：http://goo.gl/Tn8GWR
（手機出示圖片可立即兌換，速速分享出去～）

#外送專用 #肯德基外送",2015-03-20T02:30:04+0000,photo,7,324273577645211_861377113934852,226,false,false,ranked,1,false,,,,,
"赫！赫！哈！嘻！爺爺今天走運動風～
聰明的粉絲快猜猜，剛剛鬥牛完的爺爺想吃哪套 #重量級XL套餐？
是 #吮指雙雞 、 #咔啦雞腿堡 、還是 #蜜汁烙烤雞腿排？

＞餓！#網路訂餐 去：http://goo.gl/nzNa7R
＞#手機點餐：http://goo.gl/TrDKSm",2015-03-19T03:05:03+0000,photo,2,324273577645211_866634950075735,307,false,false,ranked,10,false,,,,,
"每天早晨品嚐一杯義大利Lavazza香醇咖啡，讓美味咖啡香氣喚醒一天活力細胞！
搭配肯德基早餐天天省，#義式咖啡+#吮指嫩雞燒餅，套餐特價$59，限時限店供應中～
如此的早晨享受，你怎能錯過？
詳情請上→http://goo.gl/48pZDs",2015-03-18T13:30:01+0000,link,38,324273577645211_873947639344466,9820,false,false,ranked,7,false,,,,,
"肯德基推出$99群星餐，一次擁有5種明星餐點，即使荷包再扁，也可以吃到最超值的美味!
超值組合，限時限量供應中! 詳情請上→http://goo.gl/37pLaQ",2015-03-17T03:01:59+0000,link,58,324273577645211_874461772626386,2842,false,false,ranked,89,false,,,,,
"省錢大發現，撇步報你知!

肯德基早餐天天省活動進行到""倒數""第二周嚕，

3/17-3/23限時推出吮指嫩雞燒餅套餐，熱騰騰燒餅加上新鮮雞腿肉，

配上一杯豆漿或是經典奶茶，讓你元氣滿滿一整天!

詳情請上→http://goo.gl/j1ahyq",2015-03-16T13:30:00+0000,link,31,324273577645211_873947179344512,3825,false,false,ranked,16,false,,,,,
"團長傳授振奮精神小撇步：週一大口吃蛋撻，這週天天都發達！
搭配 #優惠券 原味蛋撻禮盒(6入)只要$120！
趕快存下來、立即分享去！（手機出示圖片可立即兌換）
更多COUPON下載＞http://goo.gl/z2quWX

#蛋撻 #蛋塔 #肯德基 #折扣 #好康優惠",2015-03-16T03:30:03+0000,photo,97,324273577645211_870437646362132,438,false,false,ranked,20,false,,,,,
"週末出遊，野餐必備肯德基，無論朋友多大群都夠吃！
ヾ(●´▽｀●)ノ
＞#網路訂餐：http://goo.gl/4GlqjC　（加入會員還享首購禮）
＞#手機點餐：http://goo.gl/0MnBji
＞找附近 #肯德基：http://goo.gl/W7VFXR

#picnic #野餐",2015-03-15T02:20:03+0000,photo,4,324273577645211_870433486362548,261,false,false,ranked,3,false,,,,,
"老師在講你們有沒有在聽？
#三重起司金豬堡 加可樂搭配優惠券只要$99！
快去買！快去買！快去買！（因為很重要所以說三次）

＞下載更多優惠券：http://goo.gl/sxnzQN",2015-03-14T03:10:03+0000,photo,20,324273577645211_864428190296411,230,false,false,ranked,2,false,,,,,
"T.G.I.F.! Happy Friday又來咯～
快快樓上揪樓咖，阿爸揪阿嬤，厝邊揪頭尾，歡樂開動啦！
YO~你想吃哪套餐？

＞#網路訂餐：http://goo.gl/Zejw0T
＞#手機點餐：http://goo.gl/dB1Oki
（加入會員還有首購禮，多送一塊雞！）",2015-03-13T02:35:02+0000,photo,5,324273577645211_861445993927964,267,false,false,ranked,0,false,,,,,
"BJ4，午餐就吃這一味，兩人分享歡樂又划算啦！
＞下載其他 #優惠券：http://goo.gl/3U3SZ1
（手機出示圖片立即兌換，快分享！）

#COUPON #好康 #折價券 #咔啦雞腿堡 #咔啦脆雞",2015-03-12T02:00:04+0000,photo,78,324273577645211_861376160601614,426,false,false,ranked,6,false,,,,,
"春天多變的濕冷天氣，要注意保暖，小心身體喔！
每天早上來一杯義大利最受歡迎的Lavazza 咖啡，配上肯德基熱騰騰的新鮮早餐，同步限時優惠中，好喝的咖啡配上好吃的早餐，讓你每天都活力滿滿！
詳情請上→http://goo.gl/7fWo8e",2015-03-10T22:00:03+0000,link,59,324273577645211_869643006441596,10726,false,false,ranked,28,false,,,,,
"萬物飆漲，省錢才是王道！3/30前到肯德基，連續五周早餐優惠，天天省荷包!

本周推出人氣熱賣""吮指嫩雞蛋烤餅套餐""，特價49元，新鮮雞肉加上香酥烤餅的絕妙口感，限時優惠要買要快!

詳情請上→http://goo.gl/axzqES",2015-03-10T13:30:01+0000,link,34,324273577645211_869641813108382,3683,false,false,ranked,6,false,,,,,
"肯德基99群星餐，5大明星點名!
漢堡、薯條、金黃脆腿條、雞塊、可樂，還有新口味「煙燻口味雞腿堡」，一口氣吃到5種明星商品，超值組合，只要99元!
限時限量熱賣中! 下載嘗鮮券→ http://goo.gl/1gOAjX",2015-03-10T03:01:52+0000,link,106,324273577645211_869628216443075,2370,false,false,ranked,85,false,,,,,
"肯德基「起司夠濃才能說出你的 #謝謝濃」網路傳濃情，圓滿結束！(灑花)
凡分享活動圖片至facebook，按讚數最高的6位朋友，肯德基將送出價值一千元禮券！恭喜得獎者～謝謝大家的熱烈參與，也請大家繼續支持肯德基喔！",2015-03-08T03:00:01+0000,photo,1,324273577645211_866784356727461,209,false,false,ranked,7,false,,,,,
香脆炸雞、經典咔啦雞腿堡、精選早餐、外送特餐，趕快下載肯德基優惠券，超值美味帶著走！,2015-03-08T00:00:03+0000,link,135,324273577645211_864333993639164,3541,false,false,ranked,25,false,,,,,
"春暖花開賞花去 <3 <3 <3
最近有沒有揪親友上山下海賞櫻花、賞杏花、弄杜鵑、採海竽呀？
出門前別忘了到肯德基買蛋撻，口味任選兩顆只要$49！
（出示圖片可立即兌換，快分享！）
＞載更多 #優惠券：http://goo.gl/tpLmWA

#COUPON #好康 #折扣",2015-03-07T06:00:03+0000,photo,11,324273577645211_861374480601782,345,false,false,ranked,3,false,,,,,
"賞花好食雞，就要肯德基！
內行的都知道，訂購 #好食雞同樂餐 去賞花最輕鬆！

＞#網路訂餐：http://goo.gl/nLraxv
＞#手機點餐：http://goo.gl/neBXVE
＞開車出門玩？找附近的 #點餐車道：http://goo.gl/lr7VFs",2015-03-07T02:40:05+0000,photo,2,324273577645211_865524873520076,258,false,false,ranked,0,false,,,,,
"我要漢堡、薯條、可樂、雞塊、金黃脆腿條，就是要肯德基99群星餐啦！！！
還有最新推出的「經典煙燻口味雞腿堡」，4/20前限期限量供應，搶購去！
＞網路訂餐：http://goo.gl/N1a9ES
＞更多資訊：http://goo.gl/JaxJvd",2015-03-06T02:30:00+0000,video,5,324273577645211_864777533594810,131,false,false,ranked,4,false,,,,,
"【$50有找，美味帶著走！】
圖中任一組合都只要$49，還不快下載更多優惠券，讓自己開心吃，輕鬆省：http://goo.gl/PCeQHR",2015-03-05T09:30:04+0000,photo,8,324273577645211_860742923998271,297,false,false,ranked,2,false,,,,,
"228連假結束了，等發3月薪水同時，肯德基給你最超值又營養的早餐選擇！
有菜、有蛋又有肉，陪你開啟活力的每一天！
3/3-3/9 限期推出 總匯歐姆蛋燒餅套餐 特價49元，限時優惠，錯過可惜！
詳情請上→http://goo.gl/oawPTG",2015-03-04T08:31:42+0000,link,22,324273577645211_865482983524265,3875,false,false,ranked,10,false,,,,,
一天滿滿的元氣就從早餐開始，肯德基美味早餐碰上義大利最受歡迎咖啡品牌LAVAZZA，給你最受歡迎的美味享受! 即日起至3/30止，早餐套餐49元起，全台34個門市限時限店供應中! 詳情請洽→http://goo.gl/fL5hmp,2015-03-04T06:31:49+0000,link,105,324273577645211_865430920196138,7175,false,false,ranked,18,false,,,,,
"即使荷包再扁，也可以擁有最超值的美味組合?
肯德基99群星餐，5種美味一次給你最物超所值的享受!
漢堡、薯條、金黃脆腿條、雞塊、可樂，還有新口味「煙燻口味雞腿堡」，一口氣吃到5種明星商品，只要99元!
即日起限時限量熱賣中! 下載嘗鮮券飲料還可以再升級喔!
詳情請上→http://goo.gl/Aubs4K",2015-03-04T04:23:24+0000,video,48,324273577645211_864964310242799,874,false,false,ranked,70,false,,,,,
"誰說速食店喝不到好品質的咖啡？來自義大利最受歡迎的咖啡品牌 #Lavazza，
搭配 #肯德基早餐 優惠套餐，只要$49起。新鮮美味，袋了就走
即日起至3/30，肯德基全台34個門市限時限店供應中！ 
詳情請上→http://goo.gl/xfrdxE",2015-03-03T23:00:04+0000,photo,9,324273577645211_864927590246471,202,false,false,ranked,0,false,,,,,
"228連假結束了，在等發3月薪水的同時，肯德基給你最超值優惠又營養的早餐選擇！
有菜、有蛋又有肉，陪你開啟活力的每一天！
3/3-3/9 限期推出 #總匯歐姆蛋燒餅套餐 特價，新鮮美味袋了就走～
#限時優惠，錯過可惜！ 
詳情請上→http://goo.gl/oawPTG",2015-03-03T13:30:02+0000,photo,3,324273577645211_864880643584499,173,false,false,ranked,1,false,,,,,
